+-----+-----------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                          |
|eruvim-merged.txt-068a-0020  |131  |131:63.3%, 104:7.9%, 69:7.4%   |corpse, hay, impurity, nullified, grave, house, ritual, decided, leave, ditch                     |
|eruvim-merged.txt-068a-0021  |131  |131:46.8%, 127:33.5%, 136:8.2% |corpse, hay, impurity, nullified, grave, house, ritual, decided, leave, ditch                     |
|eruvim-merged.txt-068a-0022  |127  |127:62.0%, 80:13.5%, 131:9.2%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-068a-0023  |127  |127:77.9%, 80:12.5%, 185:4.7%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-068a-0024  |127  |127:65.2%, 80:13.3%, 1:7.1%    |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-068a-0025  |127  |127:34.1%, 1:32.2%, 63:12.0%   |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-068a-0026  |1    |1:50.3%, 31:16.3%, 63:15.5%    |mother, year, child, meat, worth, roots, paid, ate, sheshet, zuz                                  |
|eruvim-merged.txt-068a-0027  |1    |1:48.5%, 31:38.7%, 172:8.3%    |mother, year, child, meat, worth, roots, paid, ate, sheshet, zuz                                  |
|eruvim-merged.txt-068a-0028  |1    |1:33.6%, 31:25.0%, 165:12.0%   |mother, year, child, meat, worth, roots, paid, ate, sheshet, zuz                                  |
|eruvim-merged.txt-068a-0029  |165  |165:26.1%, 172:20.3%, 1:18.8%  |kav, rabbi, ya, ben, figs, akov, yosef, rav, according, said                                      |
|eruvim-merged.txt-068a-0030  |127  |127:38.1%, 154:12.8%, 172:12.6%|alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-068a-0031  |184  |184:33.1%, 63:26.9%, 127:14.6% |wealthy, pauper, bread, location, going, residence, hands, absorbed, person, men                  |
|eruvim-merged.txt-068a-0032  |63   |63:46.9%, 184:30.8%, 127:8.1%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068a-0033  |63   |63:59.2%, 184:37.4%, 105:2.8%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068a-0034  |63   |63:76.9%, 184:22.1%, 157:0.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068a-0035  |63   |63:78.6%, 184:20.6%, 157:0.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068a-0036  |63   |63:87.2%, 154:5.9%, 199:5.7%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068a-0037  |63   |63:82.2%, 199:8.2%, 154:8.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0000  |154  |154:64.4%, 63:29.4%, 157:0.0%  |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-068b-0001  |63   |63:50.1%, 184:40.4%, 154:7.7%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0002  |63   |63:66.4%, 184:27.3%, 154:4.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0003  |63   |63:74.1%, 184:15.1%, 27:7.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0004  |63   |63:85.9%, 27:6.5%, 70:4.1%     |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0005  |63   |63:91.3%, 27:4.8%, 70:1.7%     |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0006  |63   |63:92.1%, 178:5.6%, 154:1.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0007  |63   |63:87.3%, 178:8.9%, 154:2.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0008  |63   |63:55.6%, 165:24.7%, 178:18.4% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0009  |63   |63:63.2%, 165:25.7%, 37:6.5%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0010  |63   |63:53.8%, 154:17.8%, 165:13.1% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0011  |63   |63:76.5%, 154:10.3%, 54:8.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0012  |63   |63:80.9%, 154:9.8%, 54:8.4%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0013  |63   |63:86.7%, 80:6.8%, 70:5.6%     |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0014  |63   |63:81.8%, 80:8.8%, 31:7.1%     |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0015  |63   |63:55.6%, 80:23.6%, 31:13.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0016  |63   |63:69.4%, 31:15.7%, 80:9.8%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0017  |63   |63:45.9%, 157:41.6%, 80:10.8%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0018  |63   |63:77.1%, 31:13.8%, 199:7.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0019  |63   |63:92.7%, 199:6.2%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0020  |63   |63:94.6%, 31:4.3%, 157:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0021  |63   |63:89.0%, 90:9.6%, 157:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0022  |63   |63:79.4%, 27:13.7%, 131:5.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0023  |63   |63:73.3%, 27:21.0%, 193:4.5%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0024  |63   |63:60.0%, 31:22.7%, 27:8.2%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0025  |63   |63:58.1%, 31:27.7%, 127:5.6%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0026  |63   |63:60.5%, 31:26.8%, 127:5.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0027  |63   |63:74.6%, 31:10.4%, 106:9.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0028  |63   |63:82.9%, 28:14.1%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0029  |63   |63:58.0%, 27:24.1%, 28:14.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0030  |63   |63:59.5%, 27:35.1%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0031  |63   |63:63.7%, 27:32.6%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0032  |27   |27:49.8%, 63:36.9%, 131:9.7%   |refutation, conclusive, divided, sadducee, ceiling, reach, board, mesifas, separate, partitions   |
|eruvim-merged.txt-068b-0033  |63   |63:61.1%, 27:25.8%, 131:11.2%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0034  |63   |63:55.9%, 27:22.1%, 127:14.3%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0035  |63   |63:92.7%, 31:6.7%, 157:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0036  |63   |63:91.3%, 31:5.3%, 127:2.7%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0037  |63   |63:86.7%, 125:8.8%, 31:3.7%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0038  |63   |63:99.1%, 157:0.0%, 22:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0039  |63   |63:99.2%, 157:0.0%, 22:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0040  |63   |63:92.5%, 130:3.4%, 70:3.3%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0041  |63   |63:91.3%, 130:5.6%, 70:2.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0042  |63   |63:74.7%, 191:11.0%, 130:5.5%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0043  |63   |63:69.6%, 191:11.4%, 120:8.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0044  |63   |63:72.1%, 120:11.6%, 191:9.7%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0045  |63   |63:71.0%, 120:16.4%, 27:6.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0046  |63   |63:40.3%, 27:34.9%, 22:19.6%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-068b-0047  |27   |27:47.2%, 22:29.4%, 63:13.3%   |refutation, conclusive, divided, sadducee, ceiling, reach, board, mesifas, separate, partitions   |
|eruvim-merged.txt-068b-0048  |22   |22:54.1%, 27:40.6%, 63:4.5%    |ruling, rabban, gamliel, concerning, rabbi, contradiction, sage, statement, wishes, accordance    |
|eruvim-merged.txt-068b-0049  |27   |27:48.7%, 22:39.7%, 157:6.0%   |refutation, conclusive, divided, sadducee, ceiling, reach, board, mesifas, separate, partitions   |
|eruvim-merged.txt-068b-0050  |27   |27:63.5%, 22:26.9%, 63:9.0%    |refutation, conclusive, divided, sadducee, ceiling, reach, board, mesifas, separate, partitions   |
|eruvim-merged.txt-068b-0051  |27   |27:71.2%, 63:17.9%, 22:10.3%   |refutation, conclusive, divided, sadducee, ceiling, reach, board, mesifas, separate, partitions   |
|eruvim-merged.txt-068b-0052  |27   |27:62.1%, 63:22.9%, 22:14.3%   |refutation, conclusive, divided, sadducee, ceiling, reach, board, mesifas, separate, partitions   |
|eruvim-merged.txt-068b-0053  |27   |27:55.7%, 63:22.7%, 22:20.6%   |refutation, conclusive, divided, sadducee, ceiling, reach, board, mesifas, separate, partitions   |
|eruvim-merged.txt-068b-0054  |22   |22:36.9%, 27:30.4%, 63:21.0%   |ruling, rabban, gamliel, concerning, rabbi, contradiction, sage, statement, wishes, accordance    |
|eruvim-merged.txt-068b-0055  |172  |172:33.7%, 22:32.7%, 27:16.0%  |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-068b-0056  |172  |172:54.1%, 22:24.0%, 63:14.2%  |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-068b-0057  |172  |172:75.4%, 22:22.1%, 154:1.7%  |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-068b-0058  |172  |172:40.7%, 22:19.3%, 63:16.6%  |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-068b-0059  |172  |172:33.1%, 22:21.6%, 63:18.8%  |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-069a-0000  |63   |63:95.2%, 27:4.1%, 157:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0001  |63   |63:91.1%, 154:4.7%, 27:3.5%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0002  |63   |63:66.4%, 22:9.4%, 156:8.9%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0003  |63   |63:73.1%, 22:8.6%, 156:7.9%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0004  |63   |63:74.3%, 80:6.8%, 100:4.8%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0005  |63   |63:91.2%, 125:7.6%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0006  |63   |63:64.3%, 125:20.3%, 96:14.4%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0007  |63   |63:65.9%, 125:20.3%, 96:12.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0008  |63   |63:63.3%, 96:19.2%, 125:16.3%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0009  |63   |63:88.0%, 125:10.7%, 157:0.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0010  |63   |63:88.9%, 125:10.1%, 157:0.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0011  |63   |63:86.9%, 125:9.5%, 156:2.7%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0012  |63   |63:71.2%, 125:14.3%, 80:9.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0013  |172  |172:31.8%, 63:31.0%, 22:9.9%   |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-069a-0014  |63   |63:38.7%, 172:24.5%, 22:12.8%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0015  |172  |172:43.1%, 63:25.2%, 22:15.2%  |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-069a-0016  |63   |63:34.8%, 172:33.0%, 22:9.5%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0017  |172  |172:46.6%, 63:21.1%, 70:19.4%  |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-069a-0018  |22   |22:52.8%, 70:42.3%, 63:0.0%    |ruling, rabban, gamliel, concerning, rabbi, contradiction, sage, statement, wishes, accordance    |
|eruvim-merged.txt-069a-0019  |96   |96:30.9%, 63:27.9%, 27:14.4%   |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069a-0020  |63   |63:45.7%, 96:25.6%, 27:13.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0021  |63   |63:59.9%, 96:21.9%, 27:10.5%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0022  |63   |63:82.4%, 27:7.0%, 96:6.7%     |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0023  |63   |63:33.2%, 154:25.1%, 96:24.1%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0024  |154  |154:41.6%, 96:29.4%, 181:13.8% |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-069a-0025  |96   |96:28.4%, 63:21.6%, 154:20.7%  |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069a-0026  |63   |63:69.8%, 181:21.0%, 147:6.8%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0027  |63   |63:81.3%, 181:17.1%, 157:0.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0028  |63   |63:53.8%, 181:23.1%, 190:21.3% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0029  |165  |165:26.4%, 63:21.5%, 190:21.4% |kav, rabbi, ya, ben, figs, akov, yosef, rav, according, said                                      |
|eruvim-merged.txt-069a-0030  |165  |165:30.0%, 63:28.1%, 181:16.2% |kav, rabbi, ya, ben, figs, akov, yosef, rav, according, said                                      |
|eruvim-merged.txt-069a-0031  |63   |63:37.3%, 96:25.9%, 165:24.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0032  |63   |63:42.3%, 96:35.0%, 165:16.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069a-0033  |96   |96:53.8%, 63:25.1%, 127:19.9%  |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069a-0034  |96   |96:73.0%, 165:16.0%, 127:10.0% |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069a-0035  |96   |96:80.8%, 165:9.4%, 157:8.5%   |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069a-0036  |96   |96:90.7%, 157:8.4%, 63:0.0%    |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069a-0037  |96   |96:83.4%, 63:14.4%, 157:0.0%   |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0000  |96   |96:53.1%, 88:25.8%, 50:9.8%    |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0001  |96   |96:39.8%, 127:18.4%, 63:15.7%  |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0002  |96   |96:28.7%, 63:24.2%, 127:13.6%  |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0003  |63   |63:35.1%, 96:18.3%, 127:13.3%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0004  |63   |63:51.0%, 180:18.9%, 98:11.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0005  |63   |63:80.0%, 147:6.2%, 73:5.3%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0006  |63   |63:67.9%, 37:12.3%, 18:5.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0007  |63   |63:63.8%, 37:13.3%, 96:6.5%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0008  |63   |63:42.0%, 96:21.0%, 37:14.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0009  |180  |180:47.7%, 96:19.2%, 127:13.5% |hand, offering, cut, fringes, israel, called, leviticus, marketplace, short, cloak                |
|eruvim-merged.txt-069b-0010  |180  |180:76.9%, 96:12.7%, 22:5.4%   |hand, offering, cut, fringes, israel, called, leviticus, marketplace, short, cloak                |
|eruvim-merged.txt-069b-0011  |180  |180:91.5%, 163:7.1%, 63:0.0%   |hand, offering, cut, fringes, israel, called, leviticus, marketplace, short, cloak                |
|eruvim-merged.txt-069b-0012  |96   |96:46.0%, 180:30.6%, 37:19.4%  |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0013  |180  |180:52.9%, 60:17.3%, 96:16.5%  |hand, offering, cut, fringes, israel, called, leviticus, marketplace, short, cloak                |
|eruvim-merged.txt-069b-0014  |180  |180:52.9%, 60:17.3%, 96:16.5%  |hand, offering, cut, fringes, israel, called, leviticus, marketplace, short, cloak                |
|eruvim-merged.txt-069b-0015  |180  |180:45.2%, 60:21.3%, 113:9.5%  |hand, offering, cut, fringes, israel, called, leviticus, marketplace, short, cloak                |
|eruvim-merged.txt-069b-0016  |81   |81:17.5%, 180:14.7%, 54:14.3%  |balcony, water, upper, residents, use, convenient, lower, log, lowering, mound                    |
|eruvim-merged.txt-069b-0017  |81   |81:17.5%, 180:14.7%, 54:14.3%  |balcony, water, upper, residents, use, convenient, lower, log, lowering, mound                    |
|eruvim-merged.txt-069b-0018  |81   |81:25.3%, 54:17.6%, 163:14.2%  |balcony, water, upper, residents, use, convenient, lower, log, lowering, mound                    |
|eruvim-merged.txt-069b-0019  |96   |96:89.4%, 121:4.3%, 94:2.7%    |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0020  |96   |96:83.3%, 112:10.3%, 121:2.9%  |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0021  |96   |96:79.6%, 112:12.4%, 121:3.8%  |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0022  |96   |96:59.2%, 112:15.7%, 22:14.7%  |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0023  |96   |96:66.8%, 94:16.8%, 115:9.9%   |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0024  |96   |96:69.2%, 94:17.4%, 115:5.9%   |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0025  |96   |96:63.8%, 94:20.1%, 18:6.3%    |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0026  |96   |96:77.3%, 94:14.9%, 137:4.9%   |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0027  |96   |96:83.9%, 94:9.2%, 137:3.4%    |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0028  |96   |96:89.9%, 94:4.1%, 137:3.2%    |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0029  |96   |96:84.0%, 121:13.3%, 94:1.8%   |writing, apostate, sota, idolatry, suspected, transgressing, pouring, torah, desecrates, voluntary|
|eruvim-merged.txt-069b-0030  |63   |63:56.5%, 96:33.9%, 121:8.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0031  |63   |63:77.5%, 121:9.9%, 18:7.9%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0032  |63   |63:88.0%, 18:7.5%, 156:3.5%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0033  |63   |63:66.8%, 18:22.3%, 156:8.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0034  |63   |63:97.4%, 157:0.0%, 22:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0035  |63   |63:98.3%, 157:0.0%, 22:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0036  |63   |63:98.9%, 157:0.0%, 22:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0037  |63   |63:93.5%, 105:5.2%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0038  |63   |63:84.0%, 126:9.0%, 199:5.9%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0039  |63   |63:82.2%, 126:12.1%, 199:4.6%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0040  |63   |63:76.8%, 126:13.4%, 136:6.1%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0041  |63   |63:72.1%, 136:10.3%, 126:9.3%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0042  |63   |63:40.4%, 136:25.6%, 3:13.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0043  |63   |63:90.3%, 136:5.4%, 125:3.5%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0044  |63   |63:86.5%, 125:8.5%, 136:4.3%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0045  |63   |63:88.3%, 125:7.0%, 181:4.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
